"tree_species_uuid","tree_species_name","collection","speciesable_id","speciesable_type","project_uuid","project_name","framework_key"
d4247217-13b5-466e-bf0a-41779e8203cd,Mahogany,tree-planted,760,App\Models\V2\Projects\Project,"37bdbfb3-31c0-4173-93de-68f0c1c5b833",RESTORATION OF 20HA DEGRADED LAND AT ODUMASE IN THE KWAHU AFRAM PLAINS SOUTH DISTRICT,epa-ghana-pilot
"37b13e9a-194a-4efa-98b5-704e5728828c",Oil Palm,tree-planted,760,App\Models\V2\Projects\Project,"37bdbfb3-31c0-4173-93de-68f0c1c5b833",RESTORATION OF 20HA DEGRADED LAND AT ODUMASE IN THE KWAHU AFRAM PLAINS SOUTH DISTRICT,epa-ghana-pilot
"2ab993e7-91c3-49a6-a938-f9a2038b9afe",cecropia spp,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
bec3ba41-4425-47b7-bb51-e062ab228bae,Miconia spp,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"5d73ae99-02e2-4832-8113-f113c3ea941f",Shizolobium parahybym,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
c474421e-c568-41af-a3a5-71ef24e467df,Rapanea spp,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"44a2b037-c912-43ff-9136-ae0ebfe669e1",Vismia spp,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
ec910304-24da-40e6-8a7d-46d739b574ee,Shinus terebentifolius,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"6d09f86b-bac6-45ee-99aa-4ee9cc47fcb4",Dictyoloma vandelianum,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"3f48696c-ab95-4533-8d7a-494c9286ea24",Cupania spp,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"2e4aef98-a64a-4ccf-aaa7-799d6f05fe0f",Sheflera morototoni,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
b5f2bd6d-6e90-4ed6-9c40-b369bd33409d,Alchornes iricurana,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"1153d5ec-1b51-4a1a-ad36-01b29f184958",Senna macrenthera,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
e6dd6138-2c22-4f80-94dd-760da46412ff,Peltophoru dubium,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"46de68cf-cbfa-487a-b21d-eb9b2aa20590",Bowdichia virgiloides,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"23faba0e-7433-47ea-81ae-f30f05165ced",Vochysua spp,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
c17912f5-f170-48fb-9c2f-cafd6658b6c8,lecythis pisonis,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
b7ea9052-ba84-4c3d-9eca-7e1ee7d93103,Cariniana spp,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"6646e5c4-023a-46db-bebc-fbaa42df59de",Manikara app,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"580b6f2f-da04-4edf-8d2f-90add41e370e",Slonea guianensis,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"67259a56-d9b4-4b3e-8e68-cc32077e5d5c",Cedrella fissilis,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"9a51d161-d79b-4549-95c9-6bffd8fbc023",Cedrella odoratta,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"76e9fb3c-e3ce-46d6-bf52-72d4cec88c45",Inga spp,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
fbfb3001-a597-4d29-9663-2a426bba421a,Celophyllum brasiliense,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
d3ba6bf6-8d6f-41f2-9bbf-f566cdc41c8b,Acnistus arborescens,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
bc1907fd-e7d8-4c0d-8b08-022597685b0b,Aegiphila sellowiana Cham.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"8932ea41-160f-4fbf-8dbb-6c458665fcb8",Anadenanthera colubrina (Vell.) Brenan,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"52b1cb77-d7ed-4411-b3de-ae093dcb4216",Annona dolabripetala Raddi,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"6035c351-f9ac-48a0-9917-27ef3f29cbb4",Apeiba tibourbou Aubl.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
ddc328f9-48ef-4aae-8b89-4ad09e454a40,Apuleia leiocarpa (Vogel) J.F.Macbr.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"8bb0de93-c351-4c6e-a424-7b29f773b98f",Astronium graveolens Jacq.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
e20c54b2-2345-45b1-842b-0d767639c5dc,Astronium urundeuva Engl.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"8cb422bc-b38c-4681-a940-fa16923368f5",Bauhinia longifolia (Bong.) Steud.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"9b433842-c748-40f0-8e75-249b13193283",Bixa orellana L.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
a780d73c-ebd7-4010-993a-7bda0d0fd335,Bowdichia virgilioides Kunth,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"4d587266-5dbf-45c2-ab07-c917ac652024",Byrsonima sericea DC,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"5f72fa26-6291-45ec-8323-cacacee48566",Carpotroche brasiliensis (Raddi) A Gray,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"7c296d4b-b4c4-4944-bff2-3e79d91ed413",Celtis iguanaea (Jacq.) Sarg.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"87ee2f56-b123-4516-8c39-ebdc90ec3493",Colubrina glandulosa Perkins,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
ce72dfed-88ab-44ed-b1d9-eeef5fef56e0,Copaifera langsdorffii Desf,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"777fdfcd-0d7e-49cd-93b8-ef4e0b9d0c79",Cordia sellowiana Cham.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
bb6e1ee4-ff18-4a7e-bb65-202b5a27c579,Croton floribundusSpreng.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
b04df10d-6524-4927-977d-355b087931d7,Croton urucurana Baill.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"83d34be0-35e6-4b70-9614-dd8a47b760a2",Cupania vernalis Camb.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
dd59dc20-6719-4128-b8a5-49c36b46ea40,Enterolobium contortisiliquum (Vell.) Morong,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
b0de1b61-4345-42e1-b849-3e4d8a61f125,Cytharexyllum myrianthum Cham.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"5720237b-0a93-4eb4-acff-8377c21e752a",Dalbergia nigra (Vell.) Allemão ex Benth.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"6384d2a0-be0f-4ea6-a3dc-c5e84137da50",Dictyoloma vandellianum A.Juss.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
f12ac6cc-0f18-413f-a82f-087a976c6308,Erythrina speciosa Andrews,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
fe6e7a28-7713-42b8-ab2f-e4b9271ee670,Enterolobium glaziovii Benth.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
b12b3b4b-f5e3-44dd-8473-017cb972332e,Eschweilera ovata (Cambess.) Mart. ex Miers,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"299a16eb-78a5-4640-b78d-a39d9e4158ad",Genipa americana L.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"7bcbdcd2-4681-477f-80bf-dec88b8f3a59",Guatteria australis A.St.-Hil.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
f680c01d-9caa-483d-9933-4c78c5c531d0,Guazuma ulmifolia Lam.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
a99cd29f-8cc2-4f1e-bab0-992a71d6c1c9,Handroanthus impetiginosus (Mart. ex DC.) Mattos,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
a9f9f3d6-e830-4684-a930-e2be49e97897,Handroanthus serratifolius (Vahl) S.Grose,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"39042e30-4542-457a-bd2f-19f18e406531",Hymenaea courbaril L.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
c3b6063e-61d1-490c-8e82-0d5ffc09c684,Inga edulis Mart,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"692d0b28-c063-4d7c-9f12-67a28bd2a2e9",Inga laurina (Sw.) Willd.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
eebb169c-a8ef-4a6e-ae09-e4ee28032f3a,Jacaranda caroba A.DC.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"86265c71-aa3e-42e1-b2eb-b11bdba725d2",Joannesia princeps Vell.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
adb43c71-d6c7-4ee8-bba2-0ff38ce35030,Lafoensia pacari A.St.-Hil,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
"88ebe0fb-dd69-4268-9f09-cac87489f332",Maclura tinctoria (L.) D.Don ex Steud.,tree-planted,765,App\Models\V2\Projects\Project,"1673d710-ea25-46e0-b793-d0afbd54d00c",Polímata - Flagship,ppc
e7023e91-2e4a-4e78-b995-c745c219336a,Forestry Plant-Neem,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
b963ebaf-c1b3-4b23-b3ae-2880fddd1e21,Forestry Plant- Teak,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"91d1e174-abb2-4b07-beee-22945c504c7b",Forestry Plant-Karanj,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"8b3bb52b-96a7-46c5-bbd8-f795d768926c",Forestry Plant- drumstick,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"0110ee18-e5fc-486c-8fcc-d9e7fa8542e6",Forestry Plants- Badam,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"25fc1185-7924-44af-a7ed-59560328fe38",Forestry Plants- Amla,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"446676e9-5d2d-45bd-afe2-776d68e32416",Forestry Plants- Jamun,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"79954726-a78a-49e2-831c-c4795488fd33",Forestry Plants- Mango (Desi),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"8fd29022-89dd-444a-bc41-5298684165bc",Forestry Plants- Nimbu,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
fe74c734-2301-46e8-b38c-b070176c90b4,Forestry Plants- Guava,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"71db7056-a038-4950-a99a-6209ff42b258",Forestry Plants- Jack fruit,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
e5f00182-f8c3-42e3-baa7-f8b086174663,Forestry Plants- Custerd apple,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"5a2510d9-fd4d-4ae8-9e2f-d5eaf301a647",Forestry Plants- Siamea Cassia,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"3d3dc832-7d62-4c27-84d2-8679091a9b09",Forestry Plants-Anar,tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"5996d10c-ca5e-470a-9f8c-e9c45cae824b",Custered apple (hybrid/ grafted),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
aa4f9d53-0e90-4184-8e95-5704af1f4a91,Guava (hybrid/ grafted),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"509e4d72-a0c7-47e2-a168-6961c05ba1cf",Jack fruit  (hybrid/ grafted),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"4443ae02-1b82-4148-af80-71f545dddb51",Mango (hybrid/ grafted),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"4a5e7229-3ea0-433e-94ce-15d9945071d1",Anar (hybrid/ grafted),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"92c6375f-80a3-4d62-95de-bf70142efc37",Chiku (hybrid/ grafted),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
d842ff67-7082-4c7d-88eb-96f78b64200f,Jamun (hybrid/ grafted),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"1e0b29e9-ee3a-41cc-9b22-992be75eb92f",Forestry Plant-Neem (ANR),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"8431d109-4aa5-4a98-b75b-a97d123abd91",Forestry Plant-Custered apple (ANR),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
fd6fc524-50ec-4290-a260-b03f1711273d,Forestry Plant- Teak (ANR),tree-planted,774,App\Models\V2\Projects\Project,cea58980-ed48-4b17-a534-9dc34ddb675c,HOLISTIC ACTIONS ON RESTORING INDIGENOUS TOPOGRAPHY (HARIT),hbf
"84ad26eb-4b84-4ab6-819e-d0284f679319",Mahua,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
f56cdcee-68f6-4a47-affa-4faff3e2a9bc,Khamhar,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
"0b5b0c26-3361-463c-a755-306a563cfd22",Bamboo,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
cb69aec3-dae8-4308-b241-6e00910cad86,Gataran,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
"6c7a7c97-151a-44f4-9373-52683193bea2",Karonda,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
"81883500-7952-41c1-84a6-a0be04b202d5",Amla,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
"38b5e03a-eea8-4cad-b5c3-1090b7d8dceb",Mango,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
d7c88dcc-9ac1-4cfa-ac1d-a4f6d9dd7c9c,Guava,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
"58f68fcf-2727-4bda-bcbc-95e5f0774bda",Lemon,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
"5d978398-9ad8-466a-8951-45e34296b6cb",Jamun,tree-planted,777,App\Models\V2\Projects\Project,ca73dc04-c819-4bd8-957b-3874d7cfdcbc,"Landscape restoration and livelihood promotion with 2,177 households covering a population of 10,289 persons of PVTGs and other tribal communities of Bodla Block of Kawardha District, Chhattisgarh",hbf
"25f59ef2-3dd9-4e01-aa43-b08b49a29daa",Mango (Mangifera indica),tree-planted,780,App\Models\V2\Projects\Project,"27b0c904-7f3d-4b92-8975-ae8082274a02",Restoring Landscape for Livelihood Security of Communities,hbf
"0aac5ca9-0d75-4bb8-9533-f5e6d43d335e",Cashew (Ancardium occidentale),tree-planted,780,App\Models\V2\Projects\Project,"27b0c904-7f3d-4b92-8975-ae8082274a02",Restoring Landscape for Livelihood Security of Communities,hbf
"0e57b5a4-952b-4716-92ad-4a41c7a001d1",forest species,tree-planted,780,App\Models\V2\Projects\Project,"27b0c904-7f3d-4b92-8975-ae8082274a02",Restoring Landscape for Livelihood Security of Communities,hbf
"33874354-e0ec-46eb-bdb5-96b1d1d26daf",Mango,tree-planted,785,App\Models\V2\Projects\Project,"411aa7a6-38ac-42ac-adf7-8e5aa22faae0",Mahi River Revival: Rehabilitation of Mahi river upper catchment area at the place of its origin through Landscape Restoration.,hbf
"3b341827-5ab4-4fb0-a38f-45ef943056d6",Gauva,tree-planted,785,App\Models\V2\Projects\Project,"411aa7a6-38ac-42ac-adf7-8e5aa22faae0",Mahi River Revival: Rehabilitation of Mahi river upper catchment area at the place of its origin through Landscape Restoration.,hbf
"0d1b1707-1eea-4755-a75a-2bb121c4a557",Sheehsam,tree-planted,785,App\Models\V2\Projects\Project,"411aa7a6-38ac-42ac-adf7-8e5aa22faae0",Mahi River Revival: Rehabilitation of Mahi river upper catchment area at the place of its origin through Landscape Restoration.,hbf
cd64790f-77d2-446a-85d0-b31b6c26cda6,Quercus spp.,tree-planted,800,App\Models\V2\Projects\Project,"77ffd3e4-42fa-4e81-a149-6f334ad4b7f6",Restauración del Área Natural Protegida La Sepultura REBISE,ppc
"942c1739-4921-499e-8f9c-891c06ffc547",Cedrela adorate,tree-planted,800,App\Models\V2\Projects\Project,"77ffd3e4-42fa-4e81-a149-6f334ad4b7f6",Restauración del Área Natural Protegida La Sepultura REBISE,ppc
"16bcb116-ffad-4b33-a019-1d8dd5e7ca94",Tabebuia donnel smithii,tree-planted,803,App\Models\V2\Projects\Project,"7f81c17f-4c27-4374-8871-d1eb0de6742b",Restauración del Área Natural Protegida El Triunfo REBITRI,ppc
"6d4607d9-038c-4dbf-a747-acd2c29d0346",Quercus sp,tree-planted,803,App\Models\V2\Projects\Project,"7f81c17f-4c27-4374-8871-d1eb0de6742b",Restauración del Área Natural Protegida El Triunfo REBITRI,ppc
c1915205-b553-4a70-b701-c54ed0e458c1,Tabebuia donnel-smithii,tree-planted,805,App\Models\V2\Projects\Project,"2a1a3f39-d5fe-4601-aef2-3a036c59ae21",Restauración del Área Natural Protegida Selva El Ocote REBISO,ppc
"0b8ba536-8f93-41fb-b1f7-f2f9b185d14a",Quercus sp.,tree-planted,806,App\Models\V2\Projects\Project,"9c125294-6d15-4df8-9026-c643c244d4a9",Restauración del Área Natural Protegida El Volcan Tacaná REBIVTA,ppc
"8034e105-f0aa-4f6d-bcba-ca4acd1f6a03",Inga micheliana,tree-planted,806,App\Models\V2\Projects\Project,"9c125294-6d15-4df8-9026-c643c244d4a9",Restauración del Área Natural Protegida El Volcan Tacaná REBIVTA,ppc
"68aa9f4a-76f3-4d51-8173-3d28f2e9629e",Ocotea sp.,tree-planted,806,App\Models\V2\Projects\Project,"9c125294-6d15-4df8-9026-c643c244d4a9",Restauración del Área Natural Protegida El Volcan Tacaná REBIVTA,ppc
"8d65cb04-5f52-4251-8601-2974a55ec03d",Acacia milleriana,tree-planted,807,App\Models\V2\Projects\Project,"0c9b0b33-94e9-46d3-b8e8-c26bc70e76d7",Restauración del Área de Protección de Recursos Naturales La Frailescana,ppc
eb96b8c8-d61f-4404-a968-61d6307343de,Tabebuia donnell-smithii,tree-planted,807,App\Models\V2\Projects\Project,"0c9b0b33-94e9-46d3-b8e8-c26bc70e76d7",Restauración del Área de Protección de Recursos Naturales La Frailescana,ppc
"41da4728-93be-4204-82a8-fc7e3b9fd1c7",Diospyros digyna,tree-planted,807,App\Models\V2\Projects\Project,"0c9b0b33-94e9-46d3-b8e8-c26bc70e76d7",Restauración del Área de Protección de Recursos Naturales La Frailescana,ppc
f002366b-49af-46d4-b2d9-e21cc7922b3b,Psidium sartorianum,tree-planted,807,App\Models\V2\Projects\Project,"0c9b0b33-94e9-46d3-b8e8-c26bc70e76d7",Restauración del Área de Protección de Recursos Naturales La Frailescana,ppc
