"tree_species_uuid","tree_species_name","collection","speciesable_id","speciesable_type","project_uuid","project_name","framework_key"
"6b6f2885-b602-450f-9536-39f7f1dbf02b",Hivar-Vachellia leucophloea,tree-planted,598,App\Models\V2\Projects\Project,"3e7143c5-e6fc-4cee-b482-075541fdc95f",Land Restoration Programme through capacitating Women Farmers in Tuljapur Block of Dharashiv District,hbf
"972b31eb-c707-4886-8612-a17fe096ed96",Sagwan - Tectona Grandis,tree-planted,598,App\Models\V2\Projects\Project,"3e7143c5-e6fc-4cee-b482-075541fdc95f",Land Restoration Programme through capacitating Women Farmers in Tuljapur Block of Dharashiv District,hbf
"9a9c9f6c-1b38-4238-b2ab-fe0cfa975c33",Hadga-Sesbania grandiflora,tree-planted,598,App\Models\V2\Projects\Project,"3e7143c5-e6fc-4cee-b482-075541fdc95f",Land Restoration Programme through capacitating Women Farmers in Tuljapur Block of Dharashiv District,hbf
"85eb569b-3de3-4e18-8ec3-e914ea47be1f",Apple Ber - Ziziphus mauritiana,tree-planted,598,App\Models\V2\Projects\Project,"3e7143c5-e6fc-4cee-b482-075541fdc95f",Land Restoration Programme through capacitating Women Farmers in Tuljapur Block of Dharashiv District,hbf
"91cde635-7b57-44d2-a21d-2c57d377c001",Karanj-Millettia pinnata,tree-planted,598,App\Models\V2\Projects\Project,"3e7143c5-e6fc-4cee-b482-075541fdc95f",Land Restoration Programme through capacitating Women Farmers in Tuljapur Block of Dharashiv District,hbf
caea5f8f-67bb-4ad3-b0ad-dd391f89b657,Drumstick-Moringa,tree-planted,598,App\Models\V2\Projects\Project,"3e7143c5-e6fc-4cee-b482-075541fdc95f",Land Restoration Programme through capacitating Women Farmers in Tuljapur Block of Dharashiv District,hbf
"2f2e9c2d-5550-49f8-93db-7a6b237a5a76",Mango(Amrapali),tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
"237388f1-7f9b-43bf-9847-196040729059",Aonla(N-7),tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
"11d22ec9-0b25-4aa8-a4ce-8d9099f27a9a",Mango(Dashahri) through convergence,tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
"742c128b-026d-4c28-b9ca-e4a5ba119d2a",Sagaun,tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
d065023f-72b9-44c1-97d0-019980c55304,Khamhar,tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
"9b5ac110-4a83-4d57-bf87-8896bf400706",Lemon( Kagzi),tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
"00850930-4262-4b0e-9514-19151802561b",Aonla (N-7) through convergence,tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
"12eb7519-1ace-44e6-8216-d67db51bbd10",Sagaun (through convergence),tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
c4c83fd4-9e8f-4162-9d61-d0df9f3bdf28,Arjun ( through convergence),tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
c7d7195f-1c37-4a23-8ed1-1a8f540ce39e,Drumstick (through convergence ),tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
cef2eceb-d557-4473-80be-55daca4ec127,Bamboo (through convergence),tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
"596e42ef-c48c-423a-b3a1-198438d8aa7a",Mango ( Indegenous through community Contribution),tree-planted,601,App\Models\V2\Projects\Project,"70b1d7ca-63a8-4c01-92a7-0e54ac5e79be",Sustaining Tribal Ecosystems: Greening 25 Villages in Sidhi District of Madhya Pradesh,hbf
"8e5e94c3-97b9-4fde-92c3-3858ddc06a16",Albizzia lebbeck,tree-planted,607,App\Models\V2\Projects\Project,"5c5d7aa8-034f-4501-943e-473c2098750b","Restoration of dalli lands in Raigad District, Maharashtra",hbf
"66f10d64-592f-4935-bfc1-3a3a2b6f1405",Ziziphus spp.,tree-planted,607,App\Models\V2\Projects\Project,"5c5d7aa8-034f-4501-943e-473c2098750b","Restoration of dalli lands in Raigad District, Maharashtra",hbf
"7b5913a9-891e-4b42-b0cb-f180f7932981",Bamboo,tree-planted,619,App\Models\V2\Projects\Project,"5e47b46c-108b-46b8-9597-fcab0a4bc1da",Building climate resilient farmlands and restoring the drylands of central Indian tribal belt through Sustainable Agriculture and Natural Resource Management,hbf
e49a9761-8830-414d-8420-2d7202d41ee3,Neem,tree-planted,619,App\Models\V2\Projects\Project,"5e47b46c-108b-46b8-9597-fcab0a4bc1da",Building climate resilient farmlands and restoring the drylands of central Indian tribal belt through Sustainable Agriculture and Natural Resource Management,hbf
b67c9344-fa1b-4690-9c75-21bfe986177d,Karanji,tree-planted,619,App\Models\V2\Projects\Project,"5e47b46c-108b-46b8-9597-fcab0a4bc1da",Building climate resilient farmlands and restoring the drylands of central Indian tribal belt through Sustainable Agriculture and Natural Resource Management,hbf
"86a6af9f-e8da-4aa9-ab43-4cbe7e1035ac",Arjun,tree-planted,619,App\Models\V2\Projects\Project,"5e47b46c-108b-46b8-9597-fcab0a4bc1da",Building climate resilient farmlands and restoring the drylands of central Indian tribal belt through Sustainable Agriculture and Natural Resource Management,hbf
"22d8220e-a0c1-43e7-b12c-a65b32d49b1d",Amaltas,tree-planted,619,App\Models\V2\Projects\Project,"5e47b46c-108b-46b8-9597-fcab0a4bc1da",Building climate resilient farmlands and restoring the drylands of central Indian tribal belt through Sustainable Agriculture and Natural Resource Management,hbf
"0b64a84c-38af-4419-b87f-16329997d4e0",Teak,tree-planted,619,App\Models\V2\Projects\Project,"5e47b46c-108b-46b8-9597-fcab0a4bc1da",Building climate resilient farmlands and restoring the drylands of central Indian tribal belt through Sustainable Agriculture and Natural Resource Management,hbf
"55ad6238-420e-4ab6-9047-d2697f0ceff8",Sheesam,tree-planted,619,App\Models\V2\Projects\Project,"5e47b46c-108b-46b8-9597-fcab0a4bc1da",Building climate resilient farmlands and restoring the drylands of central Indian tribal belt through Sustainable Agriculture and Natural Resource Management,hbf
"5a00e2c1-48a5-48fd-96a4-b43199eaef1f",Anvla,tree-planted,619,App\Models\V2\Projects\Project,"5e47b46c-108b-46b8-9597-fcab0a4bc1da",Building climate resilient farmlands and restoring the drylands of central Indian tribal belt through Sustainable Agriculture and Natural Resource Management,hbf
"273232a9-f308-4349-8c8f-1f1a071dd9ca",Jamun,tree-planted,619,App\Models\V2\Projects\Project,"5e47b46c-108b-46b8-9597-fcab0a4bc1da",Building climate resilient farmlands and restoring the drylands of central Indian tribal belt through Sustainable Agriculture and Natural Resource Management,hbf
"78e4498b-8625-4778-8d7f-37de478faacd",crhysopogan fulvus,tree-planted,624,App\Models\V2\Projects\Project,"2782c24d-2c66-4ff6-972d-ddefbd149365","Restoring Indian Savannah Grasslands for biodiversity conservation, sustainable livelihoods, and climate mitigation",hbf
"1b6f3f1b-fae7-4f7b-b23b-e5200da1b794",dicanthium annulatum,tree-planted,624,App\Models\V2\Projects\Project,"2782c24d-2c66-4ff6-972d-ddefbd149365","Restoring Indian Savannah Grasslands for biodiversity conservation, sustainable livelihoods, and climate mitigation",hbf
"48968bc2-1755-46ad-8ee0-722b2a2c65ba",dicanthium caricosum,tree-planted,624,App\Models\V2\Projects\Project,"2782c24d-2c66-4ff6-972d-ddefbd149365","Restoring Indian Savannah Grasslands for biodiversity conservation, sustainable livelihoods, and climate mitigation",hbf
"5dcc3752-409c-4c6e-a411-2f3894de5219",acacia lucophloea,tree-planted,624,App\Models\V2\Projects\Project,"2782c24d-2c66-4ff6-972d-ddefbd149365","Restoring Indian Savannah Grasslands for biodiversity conservation, sustainable livelihoods, and climate mitigation",hbf
"1c719e34-ecf9-4a39-896d-ba2101f5d17e",Awla,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
"3b6a3555-8931-4da6-bef6-9248da1b2077",Neem,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
"5c0cb643-ecb1-452c-8530-d36c3ed37b09",Custard Apple,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
a46be933-88b7-42f8-a9dc-0e6d7e335f6f,Drumstick,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
"6d185096-d4f7-4054-8137-9d80af4d224a",Jamun,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
"5d4341ba-4472-420f-9601-313a3e6c13a8",Guava,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
f2320b92-6668-4d81-8d40-4fe616e0ebf6,Karanj,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
"1155cf0f-f48f-4394-a1fc-0112c957e005",Harra,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
d3a8171b-209c-42cf-94be-ba5ec9030b2c,Baheda,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
f3fd5dee-aa50-4675-8339-b64cb7d61c3d,Arjun,tree-planted,630,App\Models\V2\Projects\Project,"47cae4d8-8c14-4a21-8b07-f6fce9521655",Improving community livelihoods and nutrition through recovery of nature and landscape restoration approaches.,hbf
feb458bd-df4a-41ca-a64f-7eb614f76685,"1. Artocarpus heterophyllus Lam (Jackfruit)",tree-planted,637,App\Models\V2\Projects\Project,"40a30ab0-afc7-478f-ae07-0ef6b2a4c0ff","Landscape Restoration through Forest Products based Value Chain and Market System Development: An Initiative of Achieving Environmental,  Social and Economic (ESE) Development Goals in Synergetic Manner  in Sidhi District of Madhya Pradesh",hbf
b3917714-664f-457f-bb95-2f3aac4850ba,"2. Bambusa vulgaris (Bamboo)",tree-planted,637,App\Models\V2\Projects\Project,"40a30ab0-afc7-478f-ae07-0ef6b2a4c0ff","Landscape Restoration through Forest Products based Value Chain and Market System Development: An Initiative of Achieving Environmental,  Social and Economic (ESE) Development Goals in Synergetic Manner  in Sidhi District of Madhya Pradesh",hbf
"1a93ce21-b9f4-4cce-ae0d-a39c7979956c","3. Madhuca longifolia (Mahua)",tree-planted,637,App\Models\V2\Projects\Project,"40a30ab0-afc7-478f-ae07-0ef6b2a4c0ff","Landscape Restoration through Forest Products based Value Chain and Market System Development: An Initiative of Achieving Environmental,  Social and Economic (ESE) Development Goals in Synergetic Manner  in Sidhi District of Madhya Pradesh",hbf
"50f6c4bd-8dae-4b2e-bde9-f43715ba67ee",Asparagus racemosus,tree-planted,641,App\Models\V2\Projects\Project,a1062d22-dea2-4bb1-a1ce-f42cdfa5bdfb,Gender Equality and Sustainability in Collection of Minor Forest Produce,hbf
"4e201d40-c5f1-4054-b8c8-e795e58a3199",TERMINALIA BELLIRICA,tree-planted,641,App\Models\V2\Projects\Project,a1062d22-dea2-4bb1-a1ce-f42cdfa5bdfb,Gender Equality and Sustainability in Collection of Minor Forest Produce,hbf
a49fa43f-8743-43ef-b220-773f5deb63e2,Pongamia pinnata (Karanj),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
d6e83b79-8207-4d6b-92df-a09bdd3eb18c,Syzygium cumini (Jamun),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
"8cafd61c-fadb-4af2-8ce4-2624bc895ef1",Mangifera indica (Mango),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
"7e92c547-a368-4805-b721-8c8a1255e717",Tamarindus indica (Imli),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
"9b1309e2-c567-4de1-b7ed-7d7881f80fae",Bambusa bambos (Bamboo),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
"633bb728-cc78-46cb-b8af-620e889a2a09",Albizia odoratissima (Siris),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
"2caa4856-0b12-45e7-aa9a-56a793cc275f",Dalbergia sisoo (Sisoo),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
"2a34dd6c-d553-4fff-8e63-63f26039708c",Aegle marmelous (Bel),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
"38fccb23-f6fc-4d7f-993d-b8ee3644f05c",Pterocarpus marsupium (Bija),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
ef82a658-22d3-4a2c-ac6b-082e663d8341,Azadirachta indica (Neem),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
"7bf12bb4-8b00-4cd9-9066-70df92155e72",Sapindus trifoliatus (Ritha),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
c7cb52bc-5088-41e0-9beb-fbff44cc724d,Schleichera oleosa (Kusum),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
e6c06e88-4242-4afa-a4ca-2b74884a9e3c,Artocarpus heterophyllus (Jack fruit),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
f0ce79ee-1d9a-4045-859d-88da48c43084,Annona reticulata (Custard apple),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
b6346904-7c2a-41e7-b9e1-7c1b25f1510a,Moringa oleifera (Drumstick),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
b38f2caa-28c5-4997-b4a4-7e0f388ac602,Citrus limon (Lemon),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
"52348ba0-9af1-4345-a3e0-8401d35f9d15",Psidium guajava (Guava),tree-planted,643,App\Models\V2\Projects\Project,"295c1e3f-346e-4c31-8696-a124d1e1fa9a","Restoration of Riparian Areas of Narmada River Basin of Narmadapuram District, Madhya Pradesh.",hbf
ef62fbe8-98f3-42b3-a80e-cc56da60eeae,Nimbu (Citrus Limon),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
c2656fc9-b26d-420c-ad7d-cb58f66e95ea,Neem (Azadirachta indica),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
"717bb383-811e-4173-9be5-198109b950dc",Karanj (Pongamia Pinnata),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
"64b1c21c-c9d9-4f24-9832-0a4f4908ce2c",Custard Apple (Annona cherimola),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
"60a1e574-a4cf-4610-bc43-af9c0911042d",Papaya (Carica papaya),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
"0f2c28ad-2a24-4700-89e8-e5cc9fc8a714",Salai (Boswellia Serrata),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
c0f9e9e1-aa7a-4f7c-892c-8c5eb8c26981,Mango (Mangifera indica),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
af48d9bf-91a5-4277-889b-d51f60f330e8,Chirol (Alizia Pinnata),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
"1d969f87-0fe6-40bd-9b70-1eb078bc49f3",jackfruit,tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
"7165fc24-828e-4030-ac53-7a24568dc916",Sagon (Tectona Grandis),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
ea12606e-b144-443a-b3c6-150b2813016d,Sisham (Dalbergia sissoo),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
"687abad3-c57f-46bb-9787-9efb712246b3",chiku (Manil Kara Zapota),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
"63556e25-0123-4bbf-aa98-0a30b67b071d",Amrud (Psidium Guajava),tree-planted,646,App\Models\V2\Projects\Project,"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf
c6191978-428d-47f3-8030-5fbb08039b9f,Mango,tree-planted,661,App\Models\V2\Projects\Project,d68a9493-cc48-4d4e-8305-4e643469c5a8,Green Horizon: A Carbon Sequestration Initiative through Nature Based Solutions in Bundelkhand Region of Madhya Pradesh.,hbf
"12e99c30-cbca-486c-8ff5-de5e40a45ae1",Guava,tree-planted,661,App\Models\V2\Projects\Project,d68a9493-cc48-4d4e-8305-4e643469c5a8,Green Horizon: A Carbon Sequestration Initiative through Nature Based Solutions in Bundelkhand Region of Madhya Pradesh.,hbf
"4dbd252c-7b3b-4d4d-8ea3-8fed344fffd8",Indian Gooseberry,tree-planted,661,App\Models\V2\Projects\Project,d68a9493-cc48-4d4e-8305-4e643469c5a8,Green Horizon: A Carbon Sequestration Initiative through Nature Based Solutions in Bundelkhand Region of Madhya Pradesh.,hbf
aa6dc4c7-a467-4235-8e7a-726bddeb3071,Chironji,tree-planted,661,App\Models\V2\Projects\Project,d68a9493-cc48-4d4e-8305-4e643469c5a8,Green Horizon: A Carbon Sequestration Initiative through Nature Based Solutions in Bundelkhand Region of Madhya Pradesh.,hbf
"5907a170-84b9-4493-bea8-37b579624a72",Teak,tree-planted,661,App\Models\V2\Projects\Project,d68a9493-cc48-4d4e-8305-4e643469c5a8,Green Horizon: A Carbon Sequestration Initiative through Nature Based Solutions in Bundelkhand Region of Madhya Pradesh.,hbf
"28c4ec19-1d2d-491d-9672-4f2648693611",Seasame,tree-planted,661,App\Models\V2\Projects\Project,d68a9493-cc48-4d4e-8305-4e643469c5a8,Green Horizon: A Carbon Sequestration Initiative through Nature Based Solutions in Bundelkhand Region of Madhya Pradesh.,hbf
f8b3067f-8345-4aeb-a8fc-91726ab9e293,Khameer,tree-planted,661,App\Models\V2\Projects\Project,d68a9493-cc48-4d4e-8305-4e643469c5a8,Green Horizon: A Carbon Sequestration Initiative through Nature Based Solutions in Bundelkhand Region of Madhya Pradesh.,hbf
"70ca9a15-7b6c-4780-95ae-dcdeedbb804f",Schinus tereninthifolius,tree-planted,703,App\Models\V2\Projects\Project,"956f88c2-e01f-4688-a523-550ff9a8d7fc",MVGI - Flagship,ppc
ec659dc0-dfe3-4fa7-a65b-a6a03ae26316,Teak,tree-planted,760,App\Models\V2\Projects\Project,"37bdbfb3-31c0-4173-93de-68f0c1c5b833",RESTORATION OF 20HA DEGRADED LAND AT ODUMASE IN THE KWAHU AFRAM PLAINS SOUTH DISTRICT,epa-ghana-pilot
