Country|Species|Author|Family|SID.x|scientificFinal|geographic_area|lifeform_description|climate_description|Red.List|SID_URL|AF|EU|FU|GS|HF|IF|MA|ME|PO|SU|TOP830
Canada|Sorbus scopulina|Greene|Rosaceae|wfo-0000985933|Sorbus scopulina|Subarctic America to W. & WC. U.S.A.|tree|temperate|LC|8b18cb2a-271d-47d4-8314-44b5b17b16c0|0|0|0|0|0|0|0|1|0|0|0
Canada|Sorbus sitchensis|M.Roem.|Rosaceae|wfo-0001015138|Sorbus sitchensis|Alaska to W. U.S.A.|tree|temperate|LC|7a3bf846-e619-4a68-b0cd-1e7ef12ee6d4|0|0|0|0|0|0|0|1|0|0|0
Canada|Staphylea trifolia|L.|Staphyleaceae|wfo-0001140500|Staphylea trifolia|E. Canada to CE. & E. U.S.A.|shrub|temperate|LC|eb5a51b3-9414-400b-b358-dc19ee64c895|0|0|0|0|0|0|1|1|0|0|0
Canada|Taxus brevifolia|Nutt.|Taxaceae|wfo-0000408633|Taxus brevifolia|S. Alaska to W. U.S.A.|tree|temperate|NT|bde6ffff-6390-42f8-89e9-3604307da304|0|1|0|0|0|0|1|1|1|0|0
Canada|Thuja occidentalis|L.|Cupressaceae|wfo-0000407772|Thuja occidentalis|C. & E. Canada to NC. & E. U.S.A.|tree|temperate|LC|6b0cee62-c9f7-436b-b2c9-988004fb1bb0|0|1|0|0|0|0|1|1|0|0|1
Canada|Thuja plicata|Donn ex D.Don|Cupressaceae|wfo-0000407856|Thuja plicata|S. Alaska to N. California|tree|temperate|LC|01107669-0f2c-410c-b6f2-a551fb92b98d|0|1|0|0|0|0|1|1|0|0|0
Canada|Tilia americana|L.|Malvaceae|wfo-0000457477|Tilia americana|C. & E. Canada to Mexico|tree|temperate|LC|ad764902-ca70-4bd8-816d-62f7037309f4|0|1|0|0|0|1|1|1|0|0|0
Canada|Toxicodendron vernix|(L.) Kuntze|Anacardiaceae|wfo-0001049963|Toxicodendron vernix|E. Canada to EC. & E. U.S.A.|tree|temperate|LC|c153894d-7024-479c-baa7-3dca87c701a1|0|0|0|0|0|0|1|1|1|0|0
Canada|Tsuga canadensis|(L.) Carrière|Pinaceae|wfo-0000456302|Tsuga canadensis|E. Canada to NC. & E. U.S.A.|tree|temperate|NT|a66a6d51-9603-43bb-aa4e-33ebc1c65a20|0|1|0|0|0|0|1|1|0|0|0
Canada|Tsuga heterophylla|(Raf.) Sarg.|Pinaceae|wfo-0000456392|Tsuga heterophylla|S. Alaska to N. California|tree|temperate|LC|dd5719e8-ed64-4e1f-b54b-aa7a68fbe4ef|0|1|0|0|1|0|1|1|0|0|0
Canada|Tsuga mertensiana|(Bong.) Carrière|Pinaceae|wfo-0000456459|Tsuga mertensiana|Alaska to W. U.S.A.|tree|temperate|LC|0b1fb43a-4b78-4fc3-950a-e1e03226f497|0|1|0|0|0|0|1|1|0|0|0
Canada|Ulmus americana|L.|Ulmaceae|wfo-0000417596|Ulmus americana|C. & E. Canada to N. Mexico|tree|temperate|EN|c501d21a-4dd1-4a90-b6b2-3e5c6f9626a9|0|1|0|0|0|0|1|1|0|0|0
Canada|Ulmus rubra|Muhl.|Ulmaceae|wfo-0000416800|Ulmus rubra|SE. Canada to C. & E. U.S.A.|tree|temperate|LC|da659c8f-50d7-42b3-9e3c-f588c2b4c5b7|0|1|0|0|0|0|1|1|0|0|1
Canada|Ulmus thomasii|Sarg.|Ulmaceae|wfo-0000416829|Ulmus thomasii|SE. Canada to C. & E. U.S.A.|tree|temperate|LC|3f692d6e-e99b-4bb9-abf4-7c1ac144a96a|0|1|0|0|0|0|1|0|0|0|0
Canada|Viburnum lentago|L.|Viburnaceae|wfo-0001290597|Viburnum lentago|C. & E. Canada to N. & E. U.S.A.|shrub or tree|""|LC|acfe902e-8759-43f0-b4c1-e5176735a6ad|0|1|0|0|0|0|1|1|0|0|0
Canada|Zanthoxylum americanum|Mill.|Rutaceae|wfo-0001132898|Zanthoxylum americanum|SE. Canada to C. & E. U.S.A. and Mexico (Nuevo León, Tamaulipas)|shrub or tree|temperate|LC|a3a12e1d-6485-4c1b-aa70-30e1383978a5|0|0|0|0|1|0|1|1|1|0|0
China|Abelmoschus moschatus|(Top830)|Malvaceae|wfo-0000510888|Abelmoschus moschatus|Trop. & Subtrop. Asia|annual or shrub|wet tropical|NE|62279c8a-8134-433a-a3fc-c01577dddeb1|0|1|0|1|1|1|1|1|1|0|1
China|Abies densa|Griff.|Pinaceae|wfo-0000511103|Abies densa|E. Nepal to SE. Tibet and N. Assam|tree|temperate|LC|e2b79f8d-485c-46e1-98fa-f3b997d0f851|0|0|0|0|0|0|0|1|0|0|0
China|Abies nephrolepis|(Trautv.) Maxim.|Pinaceae|wfo-0000511289|Abies nephrolepis|Russian Far East to Korea|tree|temperate|LC|8be50b90-7644-4a39-aa6b-0de5668553b3|0|0|0|0|0|0|1|0|0|0|0
China|Abies recurvata|Mast.|Pinaceae|wfo-0000511372|Abies recurvata|China (SW. Gansu, Sichuan)|tree|temperate|VU|""|0|0|0|0|0|0|1|0|0|0|0
China|Abies sibirica|Ledeb.|Pinaceae|wfo-0000511396|Abies sibirica|E. Europe to Russian Far East and Xinjiang|tree|temperate|LC|5de75b3a-2691-4455-89e2-e897dd218439|0|0|0|0|0|0|1|1|0|0|0
China|Abies spectabilis|(D.Don) Mirb.|Pinaceae|wfo-0000511410|Abies spectabilis|N. Afghanistan to C. Himalaya|tree|temperate|NT|c062115b-f7ad-44da-8418-bdf7bbd6534d|0|0|0|0|0|0|1|1|0|0|0
China|Abroma augustum|(Top830)|Malvaceae|wfo-0000511487|Abroma augustum|S. China to Trop. Asia|shrub or tree|wet tropical|NE|a68b7f6d-c18a-4360-a649-2c3f8611273b|0|1|0|1|1|0|1|1|0|1|1
China|Acer buergerianum|Miq.|Sapindaceae|wfo-0000514011|Acer buergerianum|S. & E. China, Taiwan|tree|temperate|LC|9c81fc73-33c7-49d4-a88d-b7a89dfd4267|0|1|0|0|0|0|0|0|0|0|0
China|Acer caesium|Wall. ex Brandis|Sapindaceae|wfo-0000514024|Acer caesium|E. Afghanistan to N. & EC. China|tree|temperate|LC|15c1d066-aded-4ec2-b399-b8e0db9ad94e|0|0|0|0|0|0|0|1|0|0|0
China|Acer campbellii|Hook.f. & Thomson ex Hiern|Sapindaceae|wfo-0000514030|Acer campbellii|Himalaya to China (NW. Yunnan) and N. Indo-China|tree|temperate|LC|e2b00a81-7852-44f9-a301-c37409876b67|0|0|0|0|0|0|1|0|0|0|0
China|Acer cappadocicum|Gled.|Sapindaceae|wfo-0000514067|Acer cappadocicum|N. Türkiye to China (NW. Yunnan)|tree|temperate|LC|0b1e24c1-f0d1-4ad0-982d-b606b68213b9|0|1|0|0|0|0|1|1|0|0|0
China|Acer caudatum|Wall.|Sapindaceae|wfo-0000514102|Acer caudatum|Himalaya to N. & EC. China and N. Myanmar|tree|subtropical|LC|1f38c42a-4289-4060-85e7-74827796c0bc|0|0|0|0|0|0|1|0|0|0|0
China|Acer davidii|Franch.|Sapindaceae|wfo-0000514174|Acer davidii|China to Myanmar|tree|temperate|LC|647ff9cf-1cf2-474a-bba0-890b243e70fd|0|1|0|0|0|0|0|0|0|0|0
China|Acer griseum|(Franch.) Pax|Sapindaceae|wfo-0000514296|Acer griseum|C. China (to SW. Henan)|tree|temperate|EN|60ee136a-3b66-4f2a-ae61-ab87db25708b|0|1|0|0|0|0|0|0|0|0|0
China|Acer laevigatum|Wall.|Sapindaceae|wfo-0000514435|Acer laevigatum|WC. Himalaya to C. & S. China and N. Indo-China|tree|temperate|LC|54baf7aa-5645-426c-8ddd-0939a7f441b9|0|0|0|0|0|0|1|1|0|0|0
China|Acer laurinum|Hassk.|Sapindaceae|wfo-0000514453|Acer laurinum|Arunachal Pradesh to China (NW. & S. Yunnan, SW. Guangxi) and W. & C. Malesia|tree|wet tropical|LC|159ea9cd-b002-4daf-bfd9-ec9153b613e3|0|0|0|0|0|0|1|0|0|0|0
China|Acer mandshuricum|Maxim.|Sapindaceae|wfo-0000514524|Acer mandshuricum|S. Russian Far East to N. China and Korea|tree|temperate|LC|6ccf78b7-72ba-4606-b897-256026de6514|0|1|0|0|0|0|0|0|0|0|0
China|Acer maximowiczianum|Miq.|Sapindaceae|wfo-0000514536|Acer maximowiczianum|China (E. Sichuan to NW. Zhejiang), C. & S. Japan|tree|temperate|LC|ce5f9cd0-75e9-4425-a8e8-113f910ede83|0|1|0|0|0|0|0|0|0|0|0
China|Acer oblongum|Wall. ex DC.|Sapindaceae|wfo-0000514707|Acer oblongum|NE. Pakistan to C. & S. China and Indo-China|tree|temperate|LC|f7cc0de9-8531-47f4-b97e-1181b9362f46|0|1|0|0|0|0|1|0|0|0|0
China|Acer pictum|Thunb.|Sapindaceae|wfo-0000514846|Acer pictum|Japan|tree|temperate|LC|77e70a50-060f-421d-a190-331a7b5515b9|0|0|0|0|0|0|1|1|0|1|0
China|Acer sterculiaceum|Wall.|Sapindaceae|wfo-0000515143|Acer sterculiaceum|Himalaya to China (NW. Yunnan)|tree|temperate|LC|990c3e49-93f7-4d41-92c7-c3f5fb129c04|0|0|0|0|0|0|1|0|0|0|0
China|Acer tataricum|L.|Sapindaceae|wfo-0000515176|Acer tataricum|EC. Europe to Japan and N. Iran|tree|temperate|LC|2803b3c8-f6cc-4070-981b-76ebe0d960b6|0|0|0|0|0|0|0|1|0|0|0
China|Acer tegmentosum|Maxim.|Sapindaceae|wfo-0000515198|Acer tegmentosum|Russian Far East to Korea|tree|temperate|LC|d97ff844-dc4a-4325-af64-a4c397e460d5|0|0|0|0|0|0|1|0|0|0|0
China|Acer triflorum|Kom.|Sapindaceae|wfo-0000515234|Acer triflorum|NE. China to Korea|tree|temperate|LC|6dc4a58c-21b6-46c9-9eb1-6a69335d394b|0|1|0|0|0|0|0|0|0|0|0
China|Acer truncatum|Bunge|Sapindaceae|wfo-0000515246|Acer truncatum|Russian Far East to N. & E. China, Korea, Japan|tree|temperate|LC|329afce0-4b00-47b5-8422-f848a88ef92e|0|1|0|0|0|0|0|0|0|0|0
China|Acrocarpus fraxinifolius|Wight & Arn.|Fabaceae|wfo-0000211685|Acrocarpus fraxinifolius|Indian Subcontinent to China (Guangxi, Yunnan) and Indo-China|tree|subtropical|NE|249cb534-67df-475f-bf26-447b3775b31a|1|1|1|0|1|1|1|0|0|0|1
China|Acronychia pedunculata|(L.) Miq.|Rutaceae|wfo-0000518861|Acronychia pedunculata|Trop. & Subtrop. Asia|tree|wet tropical|LC|b05863eb-2836-4d78-9411-291f2c12bf94|0|0|1|0|1|0|1|1|1|0|0
China|Actephila excelsa|(Dalzell) Müll.Arg.|Phyllanthaceae|wfo-0000577653|Actephila excelsa|Indian Subcontinent to China (Yunnan, Guangxi) and W. & C. Malesia|shrub or tree|wet tropical|LC|32201e6a-598f-4248-8398-9dad4b5cbba8|0|0|0|0|1|0|0|1|0|1|0
China|Actinodaphne cupularis|(Hemsl.) Gamble|Lauraceae|wfo-0000519422|Actinodaphne cupularis|S. China to Thailand|tree|subtropical|LC|""|0|0|0|0|0|0|1|1|0|0|0
China|Actinodaphne henryi|Gamble|Lauraceae|wfo-0000519447|Actinodaphne henryi|China (S. Yunnan) to N. Indo-China|tree|subtropical|LC|""|0|0|0|0|0|0|1|0|0|0|0
China|Actinodaphne lecomtei|C.K.Allen|Lauraceae|wfo-0000519468|Actinodaphne lecomtei|China (Sichuan, Guizhou, N. Guangdong)|tree|subtropical|LC|""|0|0|0|0|0|0|1|0|0|0|0
China|Actinodaphne obovata|(Nees) Blume|Lauraceae|wfo-0000519504|Actinodaphne obovata|C. Himalaya to China (S. & SE. Yunnan)|tree|wet tropical|NE|""|0|0|0|0|0|0|0|1|0|0|0
China|Actinodaphne pilosa|(Lour.) Merr.|Lauraceae|wfo-0000519519|Actinodaphne pilosa|China (Guangxi, Guangdong) to Indo-China|tree|subtropical|LC|""|0|0|0|0|0|0|0|1|0|0|0
China|Adenanthera microsperma|Teijsm. & Binn.|Fabaceae|wfo-0000187373|Adenanthera microsperma|Indo-China to W. Malesia|tree|wet tropical|LC|6fb78fbd-e736-4416-94ca-6cb161bfd9c5|0|1|0|0|0|0|1|1|0|0|0
China|Adina cordifolia|(Roxb.) Brandis|Rubiaceae|wfo-0001132041|Adina cordifolia|India to China (Yunnan) and Pen. Malaysia (Perlis)|tree|wet tropical|NE|6120ec26-5142-4b28-80df-d196bd053948|0|0|0|0|0|0|1|1|0|0|0
China|Adina trichotoma|(Zoll. & Moritzi) Benth. & Hook.f. ex B.D.Jacks.|Rubiaceae|wfo-0000789602|Adina trichotoma|Assam to S. China and New Guinea|tree|wet tropical|LC|""|0|0|0|0|0|0|1|1|0|0|0
China|Aesculus assamica|Griff.|Sapindaceae|wfo-0000522240|Aesculus assamica|E. Himalaya to China (W. Guangxi)|tree|temperate|NE|""|0|0|0|0|0|0|0|1|0|0|0
China|Aesculus chinensis|Bunge|Sapindaceae|wfo-0000522254|Aesculus chinensis|NC. & EC. China|tree|temperate|NE|""|0|0|0|0|0|0|0|1|0|0|0
China|Aglaia dasyclada|F.C.How & T.C.Chen|Meliaceae|wfo-0000524369|Aglaia spectabilis|China (S. & SE. Yunnan) to Trop. Asia and N. Queensland|tree|wet tropical|VU|62f346da-00fb-43ce-989a-3d4f18563da1|0|0|0|0|1|0|1|1|0|0|0
China|Aglaia edulis|(Roxb.) Wall.|Meliaceae|wfo-0000524041|Aglaia edulis|China (SE. Yunnan) to Trop. Asia|tree|wet tropical|NT|""|0|0|0|0|1|0|1|1|0|0|0
China|Aglaia lawii|(Wight) C.J.Saldanha|Meliaceae|wfo-0000524162|Aglaia lawii|Bhutan to Taiwan and Pen. Malaysia|tree|wet tropical|LC|928b981b-7da2-4615-b8f5-c1e575791476|0|0|0|0|0|0|1|1|0|0|0
China|Aglaia odorata|Lour.|Meliaceae|wfo-0000524243|Aglaia odorata|China (Guangxi, Guangdong) to Pen. Malaysia|shrub or tree|wet tropical|NT|""|0|1|0|0|1|0|1|1|0|1|0
China|Aglaia perviridis|Hiern|Meliaceae|wfo-0000524273|Aglaia perviridis|E. Himalaya to China (S. & SE. Yunnan) and Pen. Malaysia|tree|wet tropical|VU|""|0|0|0|0|1|0|1|0|0|0|0
China|Aglaia spectabilis|(Miq.) S.S.Jain & S.Bennet|Meliaceae|wfo-0000524369|Aglaia spectabilis|China (S. & SE. Yunnan) to Trop. Asia and N. Queensland|tree|wet tropical|LC|62f346da-00fb-43ce-989a-3d4f18563da1|0|0|0|0|1|0|1|1|0|0|0
China|Aidia cochinchinensis|Lour.|Rubiaceae|wfo-0000931214|Aidia cochinchinensis|China (Yunnan) to Vietnam, Hainan|shrub or tree|subtropical|LC|8e82139a-176f-4d0d-8243-a53dd787c163|0|0|0|0|0|0|1|1|0|0|0
China|Aidia racemosa|(Cav.) Tirveng.|Rubiaceae|wfo-0000931734|Aidia racemosa|Pen. Thailand to Taiwan and W. Pacific|tree|wet tropical|LC|ce5d14bd-9811-4ab6-9b85-0c0880264825|0|0|0|0|0|0|1|1|0|0|0
China|Ailanthus altissima|(Mill.) Swingle|Simaroubaceae|wfo-0000524599|Ailanthus altissima|China|tree|temperate|EN|827f4f19-d352-416f-94e7-ff680ee735e3|1|1|1|0|0|0|1|1|1|0|1
China|Ailanthus triphysa|(Dennst.) Alston|Simaroubaceae|wfo-0001140390|Ailanthus triphysa|Trop. & Subtrop. Asia to NE. Queensland|tree|wet tropical|NE|55bbaa32-be76-4c2e-98e5-c9074e511f58|0|0|0|0|1|0|1|1|0|0|1
China|Alangium chinense|(Lour.) Harms|Cornaceae|wfo-0000936752|Alangium chinense|Cameroon to SE. Ethiopia and S. Trop. Africa, Trop. & Subtrop. Asia|shrub or tree|seasonally dry tropical|NE|b721a8d8-20a6-46b6-b7bc-3c922cd081f4|1|1|1|0|1|0|1|1|0|0|0
China|Alangium kurzii|Craib|Cornaceae|wfo-0000937206|Alangium kurzii|C. & S. China to Sumatera|shrub or tree|seasonally dry tropical|LC|afd769bf-cd6a-4e4c-a03f-98e48f63007c|0|0|0|0|0|0|0|1|0|0|0
China|Alangium platanifolium|(Siebold & Zucc.) Harms|Cornaceae|wfo-0000937470|Alangium platanifolium|S. Russian Far East to China, Temp. E. Asia|shrub or tree|subtropical|LC|77d80eb6-3dc9-4f36-9452-53a1300a9e69|0|1|0|0|0|0|1|0|0|0|0
China|Alangium salviifolium|(L.f.) Wangerin|Cornaceae|wfo-0000937579|Alangium salviifolium|E. Trop. Africa, Comoros, Indian Subcontinent|shrub or tree|wet tropical|LC|1fed38b4-2f61-4cea-80aa-2218c352755f|0|0|0|0|1|0|1|1|0|1|0
China|Albizia chinensis|(Osbeck) Merr.|Fabaceae|wfo-0000182103|Albizia chinensis|S. China to Trop. Asia|tree|wet tropical|NE|fdae685f-295b-45cf-94bf-565e4131dd33|1|1|1|0|1|0|1|1|1|1|1
China|Albizia julibrissin|Durazz.|Fabaceae|wfo-0000173835|Albizia julibrissin|E. Transcaucasus to Japan|shrub or tree|temperate|NE|97ed8b94-595b-4bd2-9131-426cbfea9f16|0|1|1|0|0|0|1|1|0|0|1
China|Albizia kalkora|(Roxb.) Prain|Fabaceae|wfo-0000192033|Albizia kalkora|Assam to Japan (S. Kyushu)|shrub or tree|seasonally dry tropical|NE|""|0|0|0|0|0|0|0|1|0|0|0
China|Albizia lucidior|(Steud.) I.C.Nielson ex H.Hara|Fabaceae|wfo-0000196896|Albizia lucidior|Nepal to Indo-China|tree|wet tropical|NE|21ea8396-7ae9-4f8c-a43a-3479e67bff1b|0|0|0|0|0|0|1|1|0|0|0
China|Albizia odoratissima|(L.f.) Benth.|Fabaceae|wfo-0000185541|Albizia odoratissima|Indian Subcontinent to S. China and Indo-China|tree|seasonally dry tropical|LC|98aca84e-6900-4106-b4c0-542c7e65c6a4|1|1|0|0|1|0|1|1|0|0|1
China|Albizia procera|(Roxb.) Benth.|Fabaceae|wfo-0000186098|Albizia procera|Trop. & Subtrop. Asia to Queensland|tree|wet tropical|LC|43616606-dad7-4239-8524-43f87690c79b|1|1|1|1|1|1|1|1|1|1|1
China|Alchornea rugosa|(Lour.) Müll.Arg.|Euphorbiaceae|wfo-0000939798|Alchornea rugosa|Assam to N. Queensland|shrub or tree|wet tropical|LC|""|0|0|0|0|0|0|0|1|0|1|0
China|Alchornea tiliifolia|(Benth.) Müll.Arg.|Euphorbiaceae|wfo-0000940007|Alchornea tiliifolia|Sikkim to China (S. Yunnan, S. Guizhou, W. Guangxi) and W. Malesia|shrub or tree|wet tropical|LC|""|0|0|0|0|0|0|1|1|0|0|0
China|Aleurites moluccanus|(L.) Willd.|Euphorbiaceae|wfo-0000940858|Aleurites moluccanus|Trop. & Subtrop. Asia to NW. Pacific|tree|wet tropical|LC|b809754d-7ef0-489f-b25d-5aa832ea4104|1|1|1|1|1|1|1|1|1|1|1
China|Alfaropsis roxburghiana|(Lindl. ex Wall.) Iljinsk.|Juglandaceae|wfo-0000667939|Engelhardia roxburghiana|Assam to S. China and W. Malesia|tree|wet tropical|LC|eed98c5b-1797-42af-839d-516550ccbb91|0|0|0|0|0|0|1|0|0|0|0
China|Allophylus chartaceus|(Kurz) Radlk.|Sapindaceae|wfo-0000526597|Allophylus chartaceus|India (NE. West Bengal) to SE. Tibet|shrub or tree|subtropical|NE|""|0|0|0|0|0|0|0|1|0|0|0
China|Allophylus cobbe|(L.) Raeusch.|Sapindaceae|wfo-0000526604|Allophylus cobbe|India to Philippines|tree|seasonally dry tropical|NE|085ed48b-60b3-449a-83df-6dfdc52d6df1|1|1|1|0|1|0|1|1|0|0|1
China|Alnus alnobetula|(Ehrh.) K.Koch|Betulaceae|wfo-0000944137|Alnus alnobetula|Temp. & Subarctic Northern Hemisphere|shrub|temperate|LC|c7a826ae-9f60-4538-93e6-40b69e19ebba|0|0|0|0|0|0|1|1|0|0|0
China|Alnus hirsuta|(Spach) Rupr.|Betulaceae|wfo-0000945674|Alnus hirsuta|S. Siberia to Japan|tree|temperate|LC|62c32bfc-fcc3-4c7c-9116-6efe475a668f|0|1|0|0|0|0|1|1|0|0|0
China|Alnus japonica|(Thunb.) Steud.|Betulaceae|wfo-0000946310|Alnus japonica|S. Russian Far East to E. China, Korea, Japan, Taiwan|tree|temperate|LC|5c1e0a2e-73a9-41ae-a851-c39863c5c23b|0|1|1|0|0|0|0|1|0|0|1
China|Alnus nepalensis|D.Don|Betulaceae|wfo-0000946943|Alnus nepalensis|Himalaya to SC. China and N. Indo-China|tree|temperate|LC|c4b16199-9cf6-4f0c-9fa4-05bf67cd2f4f|0|1|1|0|1|0|1|1|0|0|1
China|Alphitonia incana|(Roxb.) Teijsm. & Binn. ex Kurz|Rhamnaceae|wfo-0000527309|Alphitonia incana|Sulawesi to Papuasia|tree|wet tropical|NE|""|1|1|1|0|0|0|1|1|1|1|0
China|Alphitonia philippinensis|Braid|Rhamnaceae|wfo-0000527318|Alphitonia philippinensis|Hainan to Indo-China, Borneo to Philippines|tree|wet tropical|LC|8cf0e7f0-ded3-4dbb-87b3-8063cac3562c|0|0|0|0|0|0|1|0|0|0|0
China|Alstonia rostrata|C.E.C.Fisch.|Apocynaceae|wfo-0000952898|Alstonia rostrata|China (S. Yunnan) to W. Sumatera|tree|wet tropical|NE|5b5745bd-af50-4d27-9d67-2848afdcb529|0|0|0|0|0|0|1|1|0|0|0
China|Alstonia scholaris|(L.) R.Br.|Apocynaceae|wfo-0001257712|Alstonia scholaris|Trop. & Subtrop. Asia to N. Australia|shrub or tree|wet tropical|LC|e724a85f-e60e-4a8d-876f-7d6a6330986d|1|1|1|0|1|1|1|1|1|1|1
China|Amelanchier asiatica|(Siebold & Zucc.) Endl. ex Walp.|Rosaceae|wfo-0001016426|Amelanchier asiatica|E. China to S. Korea, C. & S. Japan|shrub or tree|temperate|NE|""|0|1|0|0|0|0|0|0|0|0|0
China|Amentotaxus argotaenia|(Hance) Pilg.|Taxaceae|wfo-0000530835|Amentotaxus argotaenia|SE. Tibet to C. & S. China and Indo-China|shrub or tree|temperate|NT|""|0|0|0|0|0|0|1|0|0|0|0
China|Amentotaxus yunnanensis|H.L.Li|Taxaceae|wfo-0000530841|Amentotaxus yunnanensis|China (Yunnan, Guizhou) to N. Indo-China|tree|subtropical|VU|""|0|0|0|0|0|0|0|1|0|0|0
China|Ammopiptanthus nanus|(Popov) S.H.Cheng|Fabaceae|wfo-0000186868|Ammopiptanthus nanus|C. Asia to Xinjiang|shrub|temperate|CR|fa487072-1cef-45cb-8412-1eab284bc308|0|1|0|0|0|0|0|0|0|0|0
China|Anaxagorea luzonensis|A.Gray|Annonaceae|wfo-0000533464|Anaxagorea luzonensis|Sri Lanka to China (S. Guangxi) and Malesia|shrub or tree|wet tropical|LC|""|0|0|0|0|0|0|0|1|0|0|0
China|Anneslea fragrans|Wall.|Pentaphylacaceae|wfo-0000537574|Anneslea fragrans|Nepal to S. China and Indo-China, S. Taiwan|shrub or tree|subtropical|LC|56a1362c-c229-43a5-8a41-071003a8c870|0|0|0|0|0|0|1|1|0|0|0
China|Antiaris toxicaria|(J.F.Gmel.) Lesch.|Moraceae|wfo-0000538857|Antiaris toxicaria|S. India, Sri Lanka, S. China to W. & C. Malesia|tree|wet tropical|LC|f5e94350-46be-4c46-a55e-d81c34b8d26d|1|1|0|1|1|0|1|1|1|1|1
China|Antidesma acidum|Retz.|Phyllanthaceae|wfo-0000234922|Antidesma acidum|Indian Subcontinent to SC. China and Indo-China, Jawa|shrub or tree|seasonally dry tropical|LC|f2e0a1b9-af63-401f-8ceb-17ba1760a0e7|0|0|0|0|1|0|1|1|0|0|0
China|Antidesma bunius|(L.) Spreng.|Phyllanthaceae|wfo-0000235333|Antidesma bunius|Trop. & Subtrop. Asia|tree|wet tropical|LC|44562483-8304-40e3-a8e5-106774eb94c7|1|1|1|0|1|0|1|1|1|0|1
China|Antidesma ghaesembilla|Gaertn.|Phyllanthaceae|wfo-0000236259|Antidesma ghaesembilla|Trop. & Subtrop. Asia to N. Australia|shrub or tree|wet tropical|LC|b4c6a65d-6a31-49a0-9f17-2ef1bff4ebd9|0|1|1|1|1|0|1|1|0|0|0
China|Antidesma montanum|Blume|Phyllanthaceae|wfo-0000237537|Antidesma montanum|Trop. & Subtrop. Asia to N. Queensland|tree|wet tropical|LC|""|0|1|1|0|1|0|1|1|0|0|0
China|Antidesma venosum|E.Mey. ex Tul.|Phyllanthaceae|wfo-0000239603|Antidesma venosum|Trop. & S. Africa, Madagascar, S. China to Indo-China|shrub or tree|seasonally dry tropical|LC|32f79433-baff-41d9-94a1-f283c881ef87|1|1|1|1|1|0|1|1|1|1|0
China|Antirhea chinensis|(Champ. ex Benth.) Benth. & Hook.f. ex F.B.Forbes & Hemsl.|Rubiaceae|wfo-0000240071|Antirhea chinensis|SE. China to Hainan|shrub or tree|wet tropical|LC|f6e10cda-427c-4f7e-a60e-0e795f586e50|0|0|0|0|0|0|0|1|0|0|0
China|Aphanamixis polystachya|(Wall.) R.Parker|Meliaceae|wfo-0000539906|Aphanamixis polystachya|S. China to Trop. Asia|tree|wet tropical|LC|4b77bccc-3ed3-413b-a5a7-237c6de6babe|1|1|1|0|1|0|1|1|1|0|0
China|Aphananthe aspera|(Thunb.) Planch.|Cannabaceae|wfo-0000539920|Aphananthe aspera|C. & S. China to Vietnam and Temp. E. Asia|tree|temperate|LC|""|0|0|0|0|0|0|1|1|0|0|0
China|Aphananthe cuspidata|(Blume) Planch.|Cannabaceae|wfo-0000539924|Aphananthe cuspidata|China (S. Yunnan, S. Guangdong) to Trop. Asia|tree|wet tropical|NE|ea2c28b6-8890-4415-a318-c3d79249356f|0|0|0|0|0|0|1|1|0|0|0
China|Apodytes dimidiata|E.Mey. ex Arn.|Icacinaceae|wfo-0000540853|Apodytes dimidiata|Trop. & S. Africa, W. Indian Ocean, China (S. Yunnan, W. Guangxi) to Trop. Asia|shrub or tree|wet tropical|LC|a1490ada-182b-47b4-bf98-2a177ee77c97|0|0|1|0|0|0|1|1|0|0|0
China|Aporosa octandra|(Buch.-Ham. ex D.Don) Vickery|Phyllanthaceae|wfo-0000249366|Aporosa octandra|S. China to Trop. Asia and Queensland|tree|wet tropical|LC|""|0|0|0|0|0|0|1|1|0|0|0
China|Aporosa villosa|(Lindl.) Baill.|Phyllanthaceae|wfo-0000249809|Aporosa villosa|Indo-China|shrub or tree|wet tropical|NE|""|0|0|0|0|0|0|1|1|0|0|0
China|Aquilaria sinensis|(Lour.) Spreng.|Thymelaeaceae|wfo-0000541095|Aquilaria sinensis|SE. China to Hainan|tree|subtropical|VU|""|0|0|0|0|0|0|1|1|0|0|0
China|Aralia armata|(Wall. ex G.Don) Seem.|Araliaceae|wfo-0000256216|Aralia armata|E. India, E. Himalaya to S. China and Indo-China|shrub or tree|subtropical|LC|9b53e846-ea9e-46b6-8f82-c8fffc74fc28|0|0|0|0|0|0|0|1|0|0|0
China|Aralia chinensis|L.|Araliaceae|wfo-0000256589|Aralia chinensis|S. China to Vietnam, Borneo|shrub or tree|temperate|VU|cc760b7f-56b1-4f37-96ff-405e6cd6d14d|0|1|0|0|0|0|1|1|0|0|0
China|Aralia dasyphylla|Miq.|Araliaceae|wfo-0000256831|Aralia dasyphylla|W. Malesia|shrub or tree|wet tropical|LC|ca281e06-3b48-44c2-848a-cceec463d068|0|0|0|0|0|0|0|1|0|0|0
China|Aralia elata|(Miq.) Seem.|Araliaceae|wfo-0000257053|Aralia elata|Russian Far East to China and Temp. E. Asia|shrub or tree|temperate|LC|b273be1b-2323-4888-857e-d6c16b018ff3|0|1|0|0|1|0|0|1|0|0|0
