"organisation_name","organisation_uuid","project_name","project_uuid","framework","site_name","country_code","site_report_due_date","tree_species_uuid","tree_species_name","amount","collection"
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Nangua,MZ,"2023-07-30","8b48ca82-74bd-4f96-9d85-a1d4ad12b8aa",Ceriops tagal,150,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Nangua,MZ,"2023-07-30","82538d61-6b4c-48ba-a52e-9a409bfcd922",Rhizophora mucronata,725,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Mueve,MZ,"2024-02-01",d4a748e0-1875-4c57-80f5-3c4d3bd408b1,Avicennia marina,300,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Mueve,MZ,"2024-02-01",dd351370-f8c7-430e-abe8-c5511c355239,Ceriops tagal,2450,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Mueve,MZ,"2024-02-01","67ea70a6-b6cf-4153-8281-ed21237c7c3c",Rhizophora mucronata,1050,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Mueve,MZ,"2024-02-01","8cf2cd9d-5a93-4728-a622-86b321c6afb6",Bruguiera gymnorhiza,225,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Bandar,MZ,"2024-02-01","0dbd0909-c7bb-47ee-815a-542349bd7fd9",Avicennia marina,925,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Bandar,MZ,"2024-02-01",d9b8d2e1-a7d6-478f-948c-9600bd06ea7c,Ceriops tagal,4700,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Bandar,MZ,"2024-02-01","4c2515c9-0820-440b-9d49-3973cbfb5b37",Rhizophora mucronata,3050,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Bandar,MZ,"2024-02-01","7a8333c1-ab6a-4a3d-86cb-7bceb30ab578",Bruguiera gymnorhiza,2000,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Nangua,MZ,"2024-02-01",eb57a5d6-cd73-4920-aa9e-95dfba7a3d00,Avicennia marina,1100,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Nangua,MZ,"2024-02-01",a535fe6a-0371-47e8-9a7f-8699c7ddb375,Ceriops tagal,4150,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Nangua,MZ,"2024-02-01",fd2209db-534e-4a81-907f-7f0fbd496a8c,Rhizophora mucronata,2900,tree-planted
Istituto Oikos Onlus,"15c2e8d0-d395-11ed-8014-0682e69bfbec",Reforestation of mangrove forests in Metuge district - Istituto Oikos Onlus,"652ba56f-2e75-4735-a0d1-aafebbd940c1",terrafund,Nangua,MZ,"2024-02-01","895350da-e33f-4de4-ac4c-c5202915277f",Bruguiera gymnorrhiza,2150,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2022-09-30",f103091d-69ba-4cdf-8ed7-6b316ac6941b,Prunus africana,0,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2022-09-30","7bb20bc1-09ac-4d4f-9059-c1a57455d9c1",Dombeya torrida,0,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2022-09-30",ef1a0819-96a5-45bd-a386-fc0bf2301a5a,Persia americana (Grafted hass avocado),20000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2023-01-31","5b92d754-9a8c-4ed4-ba6c-9d92a6890c86",Juniperus virginiana,40,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2023-01-31","210dbaf9-a50e-427a-a2ec-0740fd18f596",Olea africana,20,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2023-01-31","0f633224-9843-4f0b-a1ec-323e1c88dc29",Prunus africana,17,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2023-01-31","1cf6a757-48b5-4dae-89e3-27e773aa340a",Casuarina equisetifolia,23,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2023-01-31","14e620f2-7022-4c8d-9433-57d33e7bcaac",Arundinaria alpina,10000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2023-01-31","01dd69ad-4329-454e-8fd2-ee8f630a1884",Cupressaceae lustanica,16400,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2023-01-31",d3c3f234-f113-4d5d-9a1a-331afed8d92a,Pinus patula,2900,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2023-07-30","34c4b082-3a79-4315-9bcf-5c956f6811b7",Warburgia ugandensis,1700,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2023-07-30","9055bb57-a838-4a02-b390-071fab6f7578",Casauarina equisetifolia,7000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2023-07-30","7b789152-3491-43d4-a118-11f8f1229a8f",Juniperus procera,19800,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2023-07-30","799b7d9e-deee-4b7e-b081-e4acf2244d34",Prunus africana,2800,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2023-07-30",d1157cff-6858-4530-af8e-bcbc34878fd4,Olea africana,10000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2023-07-30",c8078c0c-d05a-4831-9e79-d352d8ea6e8f,Persia americana (Grafted hass avocado),9966,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-02-01","4f80cf8a-faf6-405a-9cd9-dbcc58896af8",Prunus africana,13000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-02-01","419408fa-d607-46fe-bc8f-b5f58af92c9d",Juniperus procera,11181,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-02-01","727623cb-bf0b-4e89-9d8f-22a36585ee2b",Casauarina equisetifolia,8700,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-02-01","1133a219-7de6-4d22-ba25-871031839a5d",Casauarina equisetifolia,2150,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-02-01","8cba31e8-efc5-472a-9fe5-f472d488eb65",Warbugia ugandensis,800,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2024-02-01",fd465842-8d10-429f-bc0e-d58160f62f82,Persia americana,1008,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-02-01","6f34e214-e163-4e18-bcb3-324a005d5a11",Olea africana,10500,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-02-01","57ed600a-5369-4496-a5af-3b53df954050",Prunus africana,11050,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-02-01",cb76aef3-c4ee-4ef9-b985-249546106b9d,Juniperus procera,10400,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-02-01",bcd94ba8-5fd3-408d-b13a-16f91f6c8d4a,Dombeya torrida,4850,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-02-01",d4960da7-99a3-4ffd-8c68-0072db4628ce,Syzygium guinensee,9300,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-02-01","76f31b5b-e886-4655-9566-28e939606dbb",Prunus serotina,7300,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-02-01","26c3afa8-0f60-436b-8fd5-001769d7596e",Podocapus falcatus,10700,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-02-01",e49686c4-4349-4dd3-be47-2ef88ad8fc68,Hagenia abyssinica,1900,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Raggia Forest Site,KE,"2024-02-01",dbfdf302-c33e-4429-bb74-e386b327f823,Olea africana,8000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Raggia Forest Site,KE,"2024-02-01","6f772dfb-bcdb-4138-aff5-04828ca37b3a",Prunus africana,4000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Raggia Forest Site,KE,"2024-02-01",d4762ad8-f3f7-4257-9484-f74b8c4e2ac1,Juniperus procera,21193,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Raggia Forest Site,KE,"2024-02-01",d3e27ddf-9027-4b9d-98c0-9620a9b004cb,Casuarina equisetifolia,9000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Raggia Forest Site,KE,"2024-02-01","529f2c41-05a1-4a8a-a0dd-c16e6231b22d",Podocarpus falcatus,3000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Raggia Forest Site,KE,"2024-02-01",e041a95a-9209-4096-9e5d-1cc37197e8ae,Prunus serotina,700,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Raggia Forest Site,KE,"2024-02-01","082f6c87-aacd-4646-bec6-6bbe49197fe4",Polyscias kikuyuensis,2000,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Raggia Forest Site,KE,"2024-02-01",bfa98c4f-c52d-4da2-90a6-f63bc08c7f7e,Dombeya torrida,2107,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-07-30",af55193c-3021-4748-9b95-a51f92b50ca3,Olea africana,700,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-07-30","9ae1aebd-acba-409c-a244-640c22f61e15",Prunus africana,1350,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-07-30","7d3a8b88-a572-4de2-b862-501e6442efa3",Juniperus procera,500,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-07-30",f4fa4ac3-95e1-480b-9036-0e946f44c683,Dombeya torrida,800,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-07-30","5c6176b5-fae2-4dc2-a132-5b2f465f3dd5",Podocarpus falcatus,900,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-07-30","44297547-12d4-4a65-85da-680eb1d0dd75",Hagenia abyssinica,400,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kenton Hill,KE,"2024-07-30","1e2326e9-72ab-43d1-a869-dc6c7a665d53",Polyscias kikuyuensis,700,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2024-07-30",b7e8f4af-ef3d-4bec-be3f-41f91337f825,Calliandra calothyrsus,245,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2024-07-30",d8c76614-312e-4a88-977e-00208cd5e078,Sesbania sesban,1135,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2024-07-30","3ca53525-6987-4a7a-a227-833323273cd5",Syzygium guineense,480,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Lari Sub-county Agroforestry site,KE,"2024-07-30",a802d2c3-0443-4ba4-8f06-a18bf6033f26,Arundinaria alpina,1150,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-07-30","4f3344cb-1174-4bcd-9756-7a92532df1d6",Olea africana,7643,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-07-30",c123676e-722a-4371-9b24-1c8f10544f74,Prunus africana,7500,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-07-30","76d20388-9788-43dd-996c-fbb5ae1c6f2b",Juniperus procera,13375,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-07-30",dac359c9-4d29-4f05-9259-7f57e86aa693,Dombeya torrida,1146,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-07-30","40f0af52-4f86-465e-8336-e7cd9cdf3ef1",Podocarpus falcatus,3057,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-07-30",dc08002c-4edf-41c8-a549-6db772a15c0f,Prunus cerotina,5350,tree-planted
Kijabe Environment Volunteers (KENVO),"15c30d93-d395-11ed-8014-0682e69bfbec",Restoration of Kiambu and Lari Landscapes through Planting and Growing Trees - KENVO,e4fe2fa4-6869-4c1e-9347-ba9b135306f5,terrafund,Kieni Forest,KE,"2024-07-30","3efdbe3f-def2-430a-911b-232c0d4f12d2",Syzygium guineense,143,tree-planted
Kijabe Forest Trust,"15c0b26c-d395-11ed-8014-0682e69bfbec",KIJABE FOREST TRUST,"76374ef9-c5df-4d62-a28b-92b100b95581",terrafund,Kiruma Tree nursery in Naivasha,KE,"2022-09-30","8972c519-da44-48bd-af7f-9f894773716a",Juniperus procera,15000,tree-planted
Kijabe Forest Trust,"15c0b26c-d395-11ed-8014-0682e69bfbec",KIJABE FOREST TRUST,"76374ef9-c5df-4d62-a28b-92b100b95581",terrafund,Kiruma Tree nursery in Naivasha,KE,"2022-09-30","5d7a8ac5-3904-4c94-9b9c-73bac662d43d",Acacia xnthaphloea,50000,tree-planted
Kijabe Forest Trust,"15c0b26c-d395-11ed-8014-0682e69bfbec",KIJABE FOREST TRUST,"76374ef9-c5df-4d62-a28b-92b100b95581",terrafund,Kiruma Tree nursery in Naivasha,KE,"2022-09-30",d01a21ae-19fa-4194-99dd-e2fd4e54f47e,Croton megalocarpus,40000,tree-planted
Kijabe Forest Trust,"15c0b26c-d395-11ed-8014-0682e69bfbec",KIJABE FOREST TRUST,"76374ef9-c5df-4d62-a28b-92b100b95581",terrafund,Kiruma Tree nursery in Naivasha,KE,"2022-09-30",bb36f565-dcf8-41bc-a139-d5606ce84bdf,Olea europea,30000,tree-planted
Kijabe Forest Trust,"15c0b26c-d395-11ed-8014-0682e69bfbec",KIJABE FOREST TRUST,"76374ef9-c5df-4d62-a28b-92b100b95581",terrafund,Old Kijabe,KE,"2022-09-30",d223b27b-26cb-405b-9a54-29148a6e3e38,Acacia xanthaphloea,20000,tree-planted
Kijabe Forest Trust,"15c0b26c-d395-11ed-8014-0682e69bfbec",KIJABE FOREST TRUST,"76374ef9-c5df-4d62-a28b-92b100b95581",terrafund,Old Kijabe,KE,"2022-09-30",a564f8df-5542-4c2f-81e3-7cdf91d63270,Olea africana,5000,tree-planted
Kijabe Forest Trust,"15c0b26c-d395-11ed-8014-0682e69bfbec",KIJABE FOREST TRUST,"76374ef9-c5df-4d62-a28b-92b100b95581",terrafund,Old Kijabe,KE,"2022-09-30",b4a35e95-4586-4766-b40a-8f9a9d83ccf3,Croton Megalocarpus,10000,tree-planted
Kijabe Forest Trust,"15c0b26c-d395-11ed-8014-0682e69bfbec",KIJABE FOREST TRUST,"76374ef9-c5df-4d62-a28b-92b100b95581",terrafund,Old Kijabe,KE,"2022-09-30","97063bb6-db61-4558-9aa0-963a850c3b34",Juniperus procera,6000,tree-planted
Kijabe Forest Trust,"15c0b26c-d395-11ed-8014-0682e69bfbec",KIJABE FOREST TRUST,"76374ef9-c5df-4d62-a28b-92b100b95581",terrafund,Old Kijabe,KE,"2022-09-30","5e663300-09a9-44e4-9af0-400b6a980b82",Warbugia Ugadensis,400,tree-planted
